Constituent Number,Constituent UUID,PGSS Year,Faculty Year,TA RD Years,Received Date,Gift Count,Total Gift Amounts,Largest Gift Amount,Last Gift Date,Last Gift Amount Ever,Months_since_last_donation,last_gift_amount,total_gift_amount,gift_count,LYBUNT_indicator,SYBUNT_Indicator,Never_donator
77254587,90191308-ba21-4dd4-95be-672de8a2f536,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254588,1e5af0e4-7d66-4af7-b630-ecd49046f375,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254606,8ca66610-e386-4389-a25d-2effb007bbd4,1985,,1988,4/13/2011,1,100,100,4/13/2011,100,88.7,100,100,1,0,1,0
77254589,78f35033-d119-407e-a7aa-47e0d3a6472b,1985,,,11/11/2016,1,25,25,11/11/2016,25,20.7,25,25,1,0,1,0
77254590,39dd80a8-01e0-4839-98e2-8ea9c200d7e4,1985,,,11/22/2015,1,100,100,11/22/2015,100,32.5,100,100,1,0,1,0
77254591,9825bfeb-eb26-4b93-ad5e-4f1548578d29,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254593,afce064f-8136-4320-b082-cf65193ae0b8,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254594,6741fdfd-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254595,9dafeeb5-59e4-40f0-b3f8-f74ebb7b75ef,1985,,,4/12/2011,2,350,250,3/12/2013,250,65.4,250,350,2,0,1,0
77254596,decefc5d-bc17-4676-9de6-d159bb12f719,1985,,,12/31/2017,1,50,50,12/31/2017,50,6.9,50,50,1,1,0,0
77254597,c69827f2-1c09-424c-b2ca-7131b872573f,1985,,,8/19/2011,1,250,250,8/19/2011,250,84.4,250,250,1,0,1,0
77254600,0ec58e93-8408-4352-9b97-66cab5942cd7,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254601,bd277b55-a2fb-4264-a37d-0ccea4d4a000,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254602,e973d30e-580c-4d2a-a321-3f6fa16a9a91,1985,,,1/2/2011,1,100,100,1/2/2011,100,92,100,100,1,0,1,0
77254603,bdea8194-32af-426c-81ed-003be80b31bc,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254604,6ad14349-1c8e-4984-b3ee-0862d6cbc81a,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254605,67420842-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254611,a181eaba-6b53-4927-a5be-eed7bd0d0881,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254607,f16cfc77-f01c-4721-a7cb-1beddcc62561,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254608,bfde6acf-61c6-469b-b470-7d4222a2cf51,1985,,,4/18/2011,1,500,500,4/18/2011,500,88.5,500,500,1,0,1,0
77254610,42d94191-0ef9-4534-a2c4-328230bfaacb,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254612,be658f9d-27f2-4108-b824-ce2e72de1766,1985,,,11/18/2015,1,50,50,11/18/2015,50,32.7,50,50,1,0,1,0
77254613,791d945b-aa58-4881-a97e-00b8ea53347d,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254614,ce113f4c-5f3a-4de3-bffd-0f36e4a1c29a,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254615,6d44d74b-cdf0-40db-987c-7a568c79bb6d,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254616,0803b8cf-69ea-4992-becb-b38a63c7378b,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254617,4cf944be-80f6-454c-ab63-4235fa83e8b7,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254618,c458c693-ef11-4fe8-9e25-d2791c9c6fda,1985,,,11/5/2014,1,100,100,11/5/2014,100,45.3,100,100,1,0,1,0
77254619,67421179-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254620,67421212-ed72-11e6-8ec5-1254aa67e287,1985,,,11/8/2013,5,"1,309.13",309.13,11/14/2017,309.13,8.4,309.13,1309.13,5,1,0,0
77254632,5e057b19-c619-4177-80e3-4d825076177c,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254621,34803b4d-37f2-4e3d-84e7-987aeb00d67b,1985,,,12/14/2015,1,"9,000.00","9,000.00",12/14/2015,"9,000.00",31.8,9000,9000,1,0,1,0
77254622,f3c9bf0e-19b0-491c-b24c-1612ba0a01a1,1985,,,4/12/2011,4,240,100,11/21/2015,50,32.6,50,240,4,0,1,0
77254623,c9bf9706-6846-4f9a-bddb-91fdcfd8a389,1985,,,12/29/2013,2,125,100,12/29/2013,25,55.6,25,125,2,0,1,0
77254624,4d955134-f86f-4385-a55f-132e1a0ec13e,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254625,5e72017a-eabc-430c-ad8a-4ae43d31a08b,1985,,,10/5/2017,1,100,100,10/5/2017,100,9.8,100,100,1,1,0,0
77254626,5aebcb8f-f28c-4c1a-b4d7-c5ea3802be44,1985,,,9/21/2012,5,"2,500.00",500,11/19/2017,500,8.3,500,2500,5,1,0,0
77254627,67421627-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254628,85bce5ea-a9e8-4644-b093-532d2079f3e9,1985,,,10/4/2012,1,100,100,10/4/2012,100,70.7,100,100,1,0,1,0
77254629,e5dd8631-57d5-46d6-bee2-5d191b2d1333,1985,,,8/24/2011,1,250,250,8/24/2011,250,84.2,250,250,1,0,1,0
77254630,aa26eb85-c60a-49a5-93c8-038cdfa6694d,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254631,9b972955-0e84-4068-b330-606138b77461,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254633,7f698b76-a904-4028-9f11-f7ec3bc443a9,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254634,95ebf216-73dd-414b-beab-0e574994fb77,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254635,edf87313-ae8d-4321-b74a-cead2cf4ef9f,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254636,9dae70e8-eb40-4530-a56d-836acde531c2,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254599,51cb4517-647d-4d11-9245-7fd68ee688d6,1985,,,10/6/2012,7,225,50,11/13/2017,50,8.5,50,225,7,1,0,0
77254637,67421bf3-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254638,12501384-570c-4d7a-bdd4-cee783484a3c,1985,,,6/29/2011,1,50,50,6/29/2011,50,86.1,50,50,1,0,1,0
77254647,44ca19f6-95ed-419b-b4df-1b214933956b,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254639,04b7fdc3-7469-4052-993e-f35e682bc491,1985,,1989,,0,0,0,,0,1000,0,0,0,0,0,1
77254609,e48b16a1-8d18-401b-bddc-c52a43b9336d,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254640,4e308683-c2a0-42a9-9442-5166599c25c2,1985,,,11/20/2016,6,"3,099.00","1,000.00",11/13/2017,500,8.5,500,3099,6,1,0,0
77254641,67421e44-ed72-11e6-8ec5-1254aa67e287,1985,,,12/29/2010,7,"1,459.13",309.13,11/20/2017,309.13,8.2,309.13,1459.13,7,1,0,0
77254642,fcf5198e-5aa4-4fc3-86ff-e2dca2730592,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254643,67421f70-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254644,d1cea3f0-485b-43f7-9fb9-5d527130ab3e,1985,,"1988, 1989",4/1/2015,6,"2,403.65","1,000.00",11/19/2017,257.65,8.3,257.65,2403.65,6,1,0,0
77254645,67422096-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254646,ca622ee2-489b-45f4-a178-6d53f3c173fe,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254648,67422426-ed72-11e6-8ec5-1254aa67e287,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254649,9d94609b-c8c3-47e1-bd45-59a5949ff9d8,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254650,669c2afe-403e-43e5-a4b8-a4fd26604bc7,1985,,1988,11/20/2016,5,450,100,11/18/2017,100,8.3,100,450,5,1,0,0
77254653,0238f997-703a-4f7a-9782-1c689c1715fd,1985,,"1988, 1989",11/18/2014,3,"1,415.09",515.09,11/10/2017,515.09,8.6,515.09,1415.09,3,1,0,0
77254651,199ed00a-d5fa-4543-b9cd-f16f7923d754,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254652,6955c955-6c39-455d-9b29-e2518e6ecea3,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254592,fd1cb056-eabe-4e9a-ab12-e2b09879d176,1985,,,4/18/2011,6,"2,124.00","1,008.00",12/30/2017,252,6.9,252,2124,6,1,0,0
77254661,66ffbcbf-c6d4-4868-a176-e358ada059b7,1985,,,4/20/2011,2,200,100,10/6/2012,100,70.6,100,200,2,0,1,0
77258366,7b87589d-41c7-4ce8-8c53-4cdeabb34697,1985,,"1988, 1989",11/16/2014,3,850,500,11/16/2014,100,44.9,100,850,3,0,1,0
77254654,0a719185-0b53-47d5-af10-d667b0d71a9b,1985,,,11/14/2015,3,700,500,11/15/2017,100,8.4,100,700,3,1,0,0
77254655,850ea6cf-bfd3-4a91-b425-196d7d342c11,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254656,2db3a57c-d83f-4dfa-b2e3-83fdb45ceb0a,1985,,,3/14/2014,4,950,500,11/19/2017,150,8.3,150,950,4,1,0,0
77254657,2245a960-15ab-45e9-a628-60e31ce4fc5b,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254658,7b4c7005-3cc5-44c5-8e18-76b03131557a,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254659,500c58f8-a338-4631-a533-afd274d6b447,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254660,17179426-9beb-4e13-af35-24fb26d51f3d,1985,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254662,ef5edf49-730a-4f00-848a-724bcfb09f2b,1986,,1989,,0,0,0,,0,1000,0,0,0,0,0,1
77254664,624fa119-1e04-421f-ae6e-0f3a4618af6e,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254709,75861172-28b5-4dc4-a637-4ac02c6e5a5e,1986,,,11/17/2014,3,253.18,103.18,11/19/2017,103.18,8.3,103.18,253.18,3,1,0,0
77254666,94069dfc-aa0f-43d8-be20-2ff03f05d846,1986,,,11/20/2015,1,25,25,11/20/2015,25,32.6,25,25,1,0,1,0
77254376,673a6175-ed72-11e6-8ec5-1254aa67e287,1986,,,11/13/2013,5,"1,950.00",500,11/9/2017,250,8.6,250,1950,5,1,0,0
77254667,6d312c36-743d-4438-86c3-e0043d5bff90,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254668,962cd67f-bc81-47f4-b882-f91223d0703b,1986,,,11/16/2013,3,625,500,11/12/2017,25,8.5,25,625,3,1,0,0
77254669,d9446c7a-5a73-4ee7-8191-533dfd0ae284,1986,,1989,,0,0,0,,0,1000,0,0,0,0,0,1
77254670,0d49fc79-fa42-4017-bd6c-40e39077c5eb,1986,,,11/11/2013,3,75,25,11/14/2017,25,8.4,25,75,3,1,0,0
77254671,d3660e34-dc5f-4e35-9ba9-881fd1881cd2,1986,,,11/13/2013,3,500,200,11/23/2015,200,32.5,200,500,3,0,1,0
77254672,597845db-554e-4f37-9762-b5a5e71f57ea,1986,,,3/12/2013,7,775,250,11/14/2017,100,8.4,100,775,7,1,0,0
77254728,0ed8610b-18dc-4906-b005-ac7b4dbdfa25,1986,,,4/20/2011,3,300,100,11/22/2015,100,32.5,100,300,3,0,1,0
77254673,89d0e098-eecd-478b-873e-86213e44e017,1986,,,3/15/2014,2,200,100,11/16/2014,100,44.9,100,200,2,0,1,0
77254665,766d8222-9518-47a7-a589-77a75e667cc4,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254674,4595e083-10a0-4f35-a33d-0dc3df6baba7,1986,,"1989, 1991",6/15/2011,8,"4,931.00","1,381.00",11/14/2017,500,8.4,500,4931,8,1,0,0
77254675,9911cef5-a908-4d56-bc3b-4647097c2668,1986,,,10/5/2012,6,"1,150.00",250,11/20/2017,250,8.2,250,1150,6,1,0,0
77254663,56fd73b8-00fe-4c24-a3f9-58f6d64b59f5,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254676,f8ac9aa8-1e2c-4c5b-98e7-6f34866d9629,1986,,,3/14/2014,9,"1,240.30",257.65,11/15/2017,257.65,8.4,257.65,1240.3,9,1,0,0
77254677,c78afb94-69cb-4698-9ad8-4812c5944a16,1986,,,11/16/2014,2,20,20,1/25/2015,20,42.6,20,20,2,0,1,0
77254678,6742416f-ed72-11e6-8ec5-1254aa67e287,1986,,,12/30/2011,11,"4,050.00","1,000.00",11/19/2017,100,8.3,100,4050,11,1,0,0
77254679,2f0d37b7-b9d8-4cbd-80af-c48cf323d987,1986,,,11/17/2014,4,999,499,12/28/2017,300,7,300,999,4,1,0,0
77254680,460a42cc-aa28-4260-b8f5-d51e335a92a2,1986,,,11/16/2014,1,100,100,11/16/2014,100,44.9,100,100,1,0,1,0
77254681,ca9e5eaa-8460-4cf3-b4e5-fae67e71b7a0,1986,,,11/10/2013,6,675,200,11/18/2017,25,8.3,25,675,6,1,0,0
77254682,1302ba57-4bc3-4d5c-a6f4-68bf610845d0,1986,,,11/10/2014,3,75,25,11/16/2017,25,8.4,25,75,3,1,0,0
77254738,50186895-ddd8-40b8-90ac-ada9a3afc7d1,1986,,,11/20/2015,6,548,100,11/19/2017,75,8.3,75,548,6,1,0,0
77254683,056e3945-a295-4a45-aa73-1e3ccfdef484,1986,,,11/2/2014,6,"5,500.00","1,000.00",11/12/2017,"1,000.00",8.5,1000,5500,6,1,0,0
77254696,0f81f894-ad93-4ca9-9482-28ef4b1d233b,1986,,,4/13/2011,7,"2,217.00",550,11/8/2017,500,8.6,500,2217,7,1,0,0
77254684,2ead75bd-d35e-46df-aa9a-ef512bf8de2f,1986,,,11/22/2015,1,100,100,11/22/2015,100,32.5,100,100,1,0,1,0
77254686,6050ebbf-a369-4f4b-9776-d8ba0bbc85f8,1986,,,11/19/2015,5,250,100,11/19/2017,25,8.3,25,250,5,1,0,0
77254687,6a08c5ed-a1a3-436e-8755-f4b22a91f451,1986,,,3/12/2013,8,565,140,11/6/2017,100,8.7,100,565,8,1,0,0
77254688,67425d53-ed72-11e6-8ec5-1254aa67e287,1986,,,11/22/2015,3,"2,359.94","1,029.97",11/19/2017,"1,029.97",8.3,1029.97,2359.94,3,1,0,0
77254689,4cb46af9-38eb-48e4-a7b1-eca2649193d2,1986,,,10/20/2013,5,686,200,11/12/2017,200,8.5,200,686,5,1,0,0
77254691,3a2b31c4-90a5-4d41-9de9-cca169e76d7f,1986,,,12/31/2015,2,200,100,11/24/2016,100,20.3,100,200,2,0,1,0
77254692,67425fc1-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254693,6742605a-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254694,e2a8e549-acba-4de9-8386-1c5010434a5f,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254695,89037178-555c-4255-bc79-8f4f7e2009a7,1986,,,12/22/2010,1,250,250,12/22/2010,250,92.4,250,250,1,0,1,0
77254697,b94a23b9-47d1-4ca9-92ba-8e2aeb628255,1986,,,11/14/2013,1,150,150,11/14/2013,150,57.1,150,150,1,0,1,0
77254698,7b73878a-6618-450f-a7ad-c2cee5a336fb,1986,,,12/27/2011,7,"8,558.86","1,986.00",11/20/2017,"1,986.00",8.2,1986,8558.86,7,1,0,0
77254699,557aa73b-c76a-489f-930a-bade0cb91972,1986,,,11/17/2014,3,323.45,123.45,11/22/2015,100,32.5,100,323.45,3,0,1,0
77254700,e84c283e-c9f0-450d-b204-7f60b57ac5cc,1986,,,4/15/2011,8,"4,000.00","1,000.00",11/8/2017,500,8.6,500,4000,8,1,0,0
77254701,025fd463-e6a0-4466-a075-b9555f10a8d8,1986,,,11/17/2014,3,650,500,11/17/2014,50,44.9,50,650,3,0,1,0
77254702,674265ba-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254703,67426655-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254704,cf93f24b-3c1d-4390-8df9-56d40e958b3d,1986,,"1989, 1991",11/11/2014,2,100,50,11/19/2016,50,20.4,50,100,2,0,1,0
77254705,47c29dbb-34f6-4dfd-91a1-bc363f1caaa8,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254706,a3dd039c-612d-4d2d-90c1-1ccee7060849,1986,,,4/20/2011,6,329.87,103.18,11/20/2017,51.69,8.2,51.69,329.87,6,1,0,0
77254707,5b13fb41-1bd5-4dc0-88d2-d841f15dda51,1986,,,4/20/2011,5,600,200,11/20/2017,100,8.2,100,600,5,1,0,0
77254708,e86a0f51-7009-47d8-b3d3-02528d9faf13,1986,,,11/16/2014,2,"2,201.00","2,001.00",11/16/2014,200,44.9,200,2201,2,0,1,0
77254710,14abb59d-82c0-4f04-8e26-d3764a2a39c7,1986,,,11/23/2015,5,"2,200.00",500,11/18/2017,500,8.3,500,2200,5,1,0,0
77254711,67426b00-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254712,4348303b-3741-4418-9322-c21d0534792b,1986,,,9/27/2012,7,"2,572.00",586,11/9/2017,200,8.6,200,2572,7,1,0,0
77254713,a53f50cd-c862-4158-896c-92f7a7a73aac,1986,,,11/16/2014,4,286,100,11/22/2015,50,32.5,50,286,4,0,1,0
77254714,675e2ffe-2fca-4244-ace9-42da86f4c229,1986,,,10/28/2014,3,500,200,11/16/2015,200,32.7,200,500,3,0,1,0
77254715,7559db33-4e01-4b45-a986-acd8b0b1577e,1986,,,11/18/2014,1,150,150,11/18/2014,150,44.8,150,150,1,0,1,0
77254716,67426de4-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254717,e7c3de54-bbc8-4713-83f0-16bd5f106fc7,1986,,,11/22/2015,5,"2,415.95",515.09,11/19/2017,515.09,8.3,515.09,2415.95,5,1,0,0
77254690,85399650-e40b-483e-ab6d-45b3d97fd2b0,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254718,ea5e7bc8-1093-4b26-8c8c-3c1aad66f105,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254719,7157bb9c-10f8-48c5-aeac-bf80584cb03d,1986,,,12/31/2010,8,"15,600.95","4,800.95",11/21/2017,"4,800.95",8.2,4800.95,15600.95,8,1,0,0
77254685,c9f6387f-1458-4f3f-a855-e5bd9f5f677a,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254720,8d64c9b6-07c7-45ed-9a41-dd60c59714c0,1986,,"1989, 1991",11/14/2013,19,"83,068.00","15,000.00",11/24/2017,"10,000.00",8.1,10000,83068,19,1,0,0
77254721,c20210f3-a947-499a-ad70-6ab075042f47,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254722,186da406-2e45-4bbb-b247-4253520f323e,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254723,578ee780-6c1e-4fce-b16b-b293cfdb66b9,1986,,,11/13/2013,5,426.69,100,11/12/2017,51.69,8.5,51.69,426.69,5,1,0,0
77254724,674274d2-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254725,a8f8d8d5-3780-4154-953a-c14ebc954bd9,1986,,1989,,0,0,0,,0,1000,0,0,0,0,0,1
77254726,405c2fad-b7d0-48d0-b3f1-557b2caeac74,1986,,,11/16/2014,2,100,50,11/22/2015,50,32.5,50,100,2,0,1,0
77254727,6742774f-ed72-11e6-8ec5-1254aa67e287,1986,,,11/14/2014,4,452.58,200.86,11/19/2017,200.86,8.3,200.86,452.58,4,1,0,0
77254729,7400270a-c330-4652-8883-f9a06c63b2ac,1986,,,11/17/2013,3,450,250,11/19/2017,250,8.3,250,450,3,1,0,0
77254730,6cec2f9c-549a-4480-8759-d107a97f9730,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254731,6c8a1619-7149-4900-a3d2-2a3c8e5ae052,1986,,,11/16/2013,5,556.36,150,11/18/2017,103.18,8.3,103.18,556.36,5,1,0,0
77254732,a9069e42-4882-44d8-8387-2949e9fb7c05,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254733,c53b85d3-6d63-4b23-a453-a820de50b558,1986,,,4/15/2011,26,"1,925.00",300,7/2/2018,25,0.8,25,1925,26,0,0,0
77254734,6492d2e1-7db5-4a4f-b8ca-0329e62ba077,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77257856,afdfccf4-3eb8-4ecc-ad7d-e5cc69ba92b9,1986,,,1/9/2011,9,"10,740.00","5,000.00",11/18/2017,"1,000.00",8.3,1000,10740,9,1,0,0
77254735,31c15747-a632-4ddc-95cf-9a4e807d5001,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254736,ecfda6fe-a836-4f76-b8af-036fef654404,1986,,,11/13/2013,1,50,50,11/13/2013,50,57.2,50,50,1,0,1,0
77254737,96159ee8-d303-47d4-be28-5d507742e6bc,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254739,055dd9fd-8562-4236-a105-f812f065671c,1986,,1993,11/10/2013,7,378.38,150,11/13/2017,51.69,8.5,51.69,378.38,7,1,0,0
77254749,e3ae5d8e-754f-473a-9719-023054ba90a9,1986,,,4/20/2011,4,200,50,11/19/2015,50,32.6,50,200,4,0,1,0
77254746,674283a5-ed72-11e6-8ec5-1254aa67e287,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254740,1dcbfe52-8804-416a-81a3-a74e997584af,1986,,,11/16/2014,3,450,250,11/28/2017,200,8,200,450,3,1,0,0
77254741,bb4db1df-adce-4213-95b2-22b22f0d7d2a,1986,,,11/13/2013,4,"6,100.00","4,000.00",11/19/2017,100,8.3,100,6100,4,1,0,0
77254743,c363ff6f-c4c0-4dae-8221-666ee412ea84,1986,,,4/12/2011,5,270,100,11/18/2017,100,8.3,100,270,5,1,0,0
77258124,25896d9a-2932-4416-84cb-736eeb6cd739,1986,,,8/25/2011,3,200,100,11/12/2013,50,57.2,50,200,3,0,1,0
77254745,426172d9-b5a7-44c4-b282-b8ba9d0ca3fb,1986,,,11/16/2014,5,226.9,100,11/18/2017,25.95,8.3,25.95,226.9,5,1,0,0
77254747,d81d46e8-0bf0-4e8e-9198-717f2d075c04,1986,,,11/18/2013,9,800,100,11/19/2017,100,8.3,100,800,9,1,0,0
77254748,a36dd75a-9dd8-4429-9f26-176252e54327,1986,,,11/17/2014,2,220,200,11/21/2015,200,32.6,200,220,2,0,1,0
77254742,e12214d7-bb6c-483e-9335-aee00c34f452,1986,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254750,44a05df3-382c-40e1-b983-fe6fd842138b,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254753,f91b1c65-685b-4d1d-b873-ed09fe61f7f6,1987,,,4/15/2011,2,120,70,4/15/2011,50,88.6,50,120,2,0,1,0
77254754,04f9d842-5452-49b7-ac9f-78744e346415,1987,,,11/11/2015,3,300,100,11/11/2017,100,8.5,100,300,3,1,0,0
77254755,5c1b52d5-60ce-4a68-93a0-c82f923d2c01,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254756,67428974-ed72-11e6-8ec5-1254aa67e287,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254762,ac88b320-6bc8-4878-bff3-473ae19c4b9e,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254757,1a874716-5972-461f-897a-c084601e340f,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254758,a5f6043f-f8c3-46b4-afdf-4ba97aeb2c00,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254782,67429c62-ed72-11e6-8ec5-1254aa67e287,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254759,5ca786bc-8785-423c-99d9-bdfe9d89db7e,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254760,396d03ae-ed04-4d89-a390-8611dec0eefd,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254761,51ef7d7d-950e-4803-b78b-d172b9cabfb6,1987,,,11/19/2017,1,103.18,103.18,11/19/2017,103.18,8.3,103.18,103.18,1,1,0,0
77254763,7d9865fa-6645-47fd-ac80-616dc3cb06ba,1987,,1990,4/14/2011,2,75,50,11/16/2014,50,44.9,50,75,2,0,1,0
77254764,ee08eb03-cb19-4a5f-8a27-f19521848dce,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254765,10513da0-e2b0-470d-a11c-ac7051112d24,1987,,,4/15/2011,1,334,334,4/15/2011,334,88.6,334,334,1,0,1,0
77254766,8b72c5af-97ac-4255-af32-8766608386d9,1987,,,4/20/2011,4,323.18,103.18,11/14/2016,103.18,20.6,103.18,323.18,4,0,1,0
77254767,b3033410-8930-4e0b-aa53-23f72a93bf55,1987,,,4/14/2011,1,50,50,4/14/2011,50,88.6,50,50,1,0,1,0
77254768,a1164af0-33a7-428a-920f-85328db625c8,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254769,fcf3942e-75f9-4061-8313-abf233e2ffa4,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254770,674291b3-ed72-11e6-8ec5-1254aa67e287,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254771,778abdd2-da90-495f-8e8f-ae2e97564e27,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254772,41dc2210-e20a-4e2d-9b4f-3ba582f496ca,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254773,6742936a-ed72-11e6-8ec5-1254aa67e287,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254774,1e95290a-b68f-43d1-9207-10f5449df1c6,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254775,437d36ec-20c6-4ca4-9fca-f54fb0ccf2fa,1987,,1990,,0,0,0,,0,1000,0,0,0,0,0,1
77254776,cff30498-076b-4269-8dd5-bbfe69203986,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254777,d8b430ef-20dc-446a-99c0-13d7d3cf3db2,1987,,1993,4/20/2011,2,27,17,10/1/2012,17,70.8,17,27,2,0,1,0
77254778,0f5265ed-a7fc-4d07-8252-5b69d21cb99a,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254779,4e4f3f68-02a7-438a-8681-d1e718b9ef49,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254780,3d6dc404-157d-4498-a9f8-ba4ae1b06e19,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254781,074fa7a7-771d-4691-9832-75e185311b5d,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254783,67429d02-ed72-11e6-8ec5-1254aa67e287,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
77254784,b059f481-184d-458a-a38b-903994264f87,1987,,,,0,0,0,,0,1000,0,0,0,0,0,1
